,Timestamp,Class,Archetype,Class_o,Archetype_o,Result
58,6/9/2018 17:13:33,Forestcraft,Control,Forestcraft,Neutral,1
59,6/9/2018 18:33:48,Forestcraft,Neutral,Shadowcraft,Midrange,1
60,6/9/2018 20:25:02,Forestcraft,Aggro,Runecraft,Spellboost,1
61,6/9/2018 22:27:18,Forestcraft,Control,Dragoncraft,Ramp,1
62,6/10/2018 9:29:18,Forestcraft,Aggro,Runecraft,Ginger,1
63,6/10/2018 11:42:26,Forestcraft,Aggro,Havencraft,Summit,1
64,6/11/2018 6:07:08,Forestcraft,Control,Havencraft,Amulet,1
65,6/11/2018 13:30:30,Forestcraft,Midrange,Dragoncraft,Ramp,1
66,6/11/2018 14:00:13,Forestcraft,Midrange,Forestcraft,Aggro,1
67,6/11/2018 14:46:43,Forestcraft,Aggro,Dragoncraft,Ramp,1
68,6/11/2018 14:48:26,Forestcraft,Tempo,Swordcraft,Midrange,1
69,6/11/2018 15:41:00,Forestcraft,Aggro,Havencraft,Tenko,0
70,6/11/2018 16:06:32,Forestcraft,Neutral,Dragoncraft,PDK,1
71,6/11/2018 16:46:45,Forestcraft,Aggro,Havencraft,Amulet,1
72,6/11/2018 19:14:31,Forestcraft,Aggro,Swordcraft,Midrange,1
73,6/11/2018 19:31:30,Forestcraft,Midrange,Forestcraft,Aggro,1
74,6/11/2018 19:56:17,Forestcraft,Axeman,Forestcraft,Neutral,1
75,6/11/2018 20:19:04,Forestcraft,Control,Shadowcraft,Midrange,1
76,6/11/2018 21:12:23,Forestcraft,Control,Havencraft,Tenko,1
77,6/11/2018 21:31:09,Forestcraft,Neutral,Swordcraft,Midrange,1
78,6/11/2018 22:31:12,Forestcraft,Aggro,Dragoncraft,Lindworm,1
79,6/11/2018 22:32:21,Forestcraft,Control,Forestcraft,Aggro,1
80,6/12/2018 3:08:45,Forestcraft,Midrange,Bloodcraft,Vengeance,1
81,6/12/2018 3:42:32,Forestcraft,Aggro,Portalcraft,Artifact,1
82,6/12/2018 4:56:35,Forestcraft,Neutral,Dragoncraft,PDK,1
83,6/12/2018 6:10:31,Forestcraft,Aggro,Runecraft,Ginger,1
84,6/12/2018 11:09:38,Forestcraft,Aggro,Dragoncraft,Aggro,1
85,6/8/2018 22:58:59,Havencraft,Summit,Bloodcraft,Vengeance,1
86,6/9/2018 2:55:45,Havencraft,Lion Crystal,Swordcraft,Midrange,1
87,6/9/2018 3:16:04,Havencraft,Tenko,Swordcraft,Midrange,1
88,6/11/2018 14:50:01,Havencraft,Tenko,Portalcraft,Crystal Cannon,1
89,6/11/2018 16:23:14,Havencraft,Tenko,Havencraft,Summit,1
90,6/11/2018 19:31:55,Havencraft,Tenko,Runecraft,Silverblade Golem,0
91,6/11/2018 20:37:07,Havencraft,Tenko,Dragoncraft,Lindworm,1
92,6/11/2018 23:40:52,Havencraft,Summit,Runecraft,Dirt,1
93,6/12/2018 1:30:31,Havencraft,Summit,Runecraft,Ginger,0
94,6/12/2018 2:39:40,Havencraft,Tenko,Runecraft,Ginger,0
95,6/8/2018 17:27:20,Portalcraft,Artifact,Portalcraft,Rhyno,1
96,6/8/2018 17:43:50,Portalcraft,Artifact,Havencraft,Summit,1
97,6/9/2018 2:52:21,Portalcraft,,Runecraft,,1
98,6/9/2018 6:13:06,Portalcraft,Artifact,Swordcraft,Support Cannon,0
99,6/11/2018 13:08:24,Portalcraft,Artifact,Portalcraft,Artifact,1
100,6/11/2018 14:19:36,Portalcraft,Artifact,Havencraft,Amulet,1
101,6/11/2018 17:24:23,Portalcraft,Artifact,Swordcraft,Midrange,1
102,6/11/2018 23:36:55,Portalcraft,Hybrid,Havencraft,Tenko,0
103,6/12/2018 2:00:25,Portalcraft,Artifact,Dragoncraft,Ramp,1
104,6/12/2018 6:26:18,Portalcraft,Hybrid,Swordcraft,Aggro,1
105,6/8/2018 17:33:15,Runecraft,Ginger,Forestcraft,Aggro,1
106,6/8/2018 17:37:45,Runecraft,Spellboost,Runecraft,Spellboost,1
107,6/8/2018 17:58:57,Runecraft,Ginger,Bloodcraft,Vengeance,0
108,6/8/2018 23:51:28,Runecraft,Spellboost,Forestcraft,Control,1
109,6/9/2018 10:02:40,Runecraft,Mysteria,Bloodcraft,Vengeance,1
110,6/11/2018 14:13:58,Runecraft,Ginger,Havencraft,Tenko,1
111,6/11/2018 14:52:24,Runecraft,Spellboost,Dragoncraft,Lindworm,1
112,6/11/2018 16:08:18,Runecraft,Spellboost,Forestcraft,Neutral,0
113,6/11/2018 18:28:01,Runecraft,Ginger,Dragoncraft,Ramp,1
114,6/11/2018 23:51:34,Runecraft,Dirt,Swordcraft,Midrange,1
115,6/12/2018 0:33:18,Runecraft,Spellboost,Bloodcraft,Vengeance,0
116,6/12/2018 1:11:55,Runecraft,Spellboost,Havencraft,Tenko,1
117,6/8/2018 23:56:39,Shadowcraft,Midrange,Dragoncraft,Lindworm,1
118,6/9/2018 0:24:33,Shadowcraft,Midrange,Portalcraft,Artifact,1
119,6/9/2018 10:39:29,Shadowcraft,Midrange,Havencraft,Tenko,1
120,6/10/2018 13:02:00,Shadowcraft,Midrange,Portalcraft,Hybrid,1
121,6/11/2018 13:42:23,Shadowcraft,Midrange,Bloodcraft,Vengeance,1
122,6/11/2018 14:39:03,Shadowcraft,Midrange,Forestcraft,Control,1
123,6/11/2018 17:35:43,Shadowcraft,Midrange,Forestcraft,Neutral,0
124,6/11/2018 19:22:05,Shadowcraft,Arcus,Swordcraft,Midrange,1
125,6/8/2018 17:34:58,Swordcraft,Support Cannon,Portalcraft,Artifact,1
126,6/8/2018 17:52:41,Swordcraft,Support Cannon,Swordcraft,Midrange,1
127,6/8/2018 18:44:35,Swordcraft,Midrange,Forestcraft,Aggro,0
128,6/9/2018 2:20:46,Swordcraft,Support Cannon,Forestcraft,Midrange,1
129,6/9/2018 2:42:02,Swordcraft,Midrange,Forestcraft,Aggro,1
130,6/9/2018 3:01:16,Swordcraft,Neutral,Forestcraft,Aggro,1
131,6/9/2018 6:45:50,Swordcraft,Midrange,Havencraft,Tenko,1
132,6/10/2018 8:53:23,Swordcraft,Midrange,Swordcraft,Midrange,0
133,6/11/2018 14:19:13,Swordcraft,Midrange,Bloodcraft,Aggro,1
134,6/11/2018 14:47:35,Swordcraft,Midrange,Shadowcraft,,1
135,6/11/2018 14:52:30,Swordcraft,Midrange,Shadowcraft,Reanimate,1
136,6/11/2018 15:08:14,Swordcraft,Support Cannon,Runecraft,Ginger,1
137,6/11/2018 15:23:11,Swordcraft,Support Cannon,Forestcraft,Midrange,1
138,6/11/2018 18:01:29,Swordcraft,Midrange,Runecraft,Spellboost,0
139,6/11/2018 19:02:59,Swordcraft,Midrange,Bloodcraft,Aggro,1
140,6/11/2018 21:40:18,Swordcraft,Support Cannon,Runecraft,Ginger,1
141,6/11/2018 22:02:01,Swordcraft,Midrange,Forestcraft,Aggro,1
142,6/12/2018 0:50:47,Swordcraft,Midrange,Dragoncraft,PDK,1
143,6/12/2018 5:22:44,Swordcraft,Aggro,Havencraft,Tenko,0
0,6/8/2018 14:29:52,Bloodcraft,Vengeance,Havencraft,Tenko,0
1,6/8/2018 15:09:05,Bloodcraft,Vengeance,Havencraft,Summit,1
2,6/8/2018 18:36:42,Bloodcraft,Jormungand,Dragoncraft,PDK,1
3,6/8/2018 20:58:43,Bloodcraft,Vengeance,Havencraft,Tenko,1
4,6/8/2018 22:49:24,Bloodcraft,,Portalcraft,Hybrid,0
5,6/9/2018 4:57:14,Bloodcraft,Vengeance,Havencraft,Amulet,1
6,6/9/2018 7:27:15,Bloodcraft,Vengeance,Dragoncraft,Ramp,1
7,6/11/2018 15:56:21,Bloodcraft,Neutral,Forestcraft,Control,0
8,6/11/2018 21:33:16,Bloodcraft,Neutral,Runecraft,Dirt,1
9,6/11/2018 22:28:37,Bloodcraft,Control,Havencraft,Tenko,1
10,6/11/2018 22:46:42,Bloodcraft,Jormungand,Runecraft,Mysteria,1
11,6/12/2018 2:00:32,Bloodcraft,Vengeance,Havencraft,Summit,1
12,6/8/2018 13:50:19,Dragoncraft,PDK,Shadowcraft,Midrange,1
13,6/8/2018 14:50:44,Dragoncraft,PDK,Portalcraft,Artifact,1
14,6/8/2018 14:55:42,Dragoncraft,PDK,Bloodcraft,Vengeance,1
15,6/8/2018 17:51:40,Dragoncraft,Lindworm,Bloodcraft,Vengeance,1
16,6/8/2018 19:27:10,Dragoncraft,Ramp,Bloodcraft,Vengeance,0
17,6/8/2018 19:43:47,Dragoncraft,Lindworm,Havencraft,Tenko,1
18,6/8/2018 21:15:02,Dragoncraft,PDK,Portalcraft,Artifact,1
19,6/9/2018 0:13:55,Dragoncraft,Lindworm,Havencraft,Tenko,0
20,6/9/2018 1:09:02,Dragoncraft,Ramp,Dragoncraft,Lindworm,1
21,6/9/2018 1:45:36,Dragoncraft,Ramp,Havencraft,Tenko,1
22,6/9/2018 3:01:59,Dragoncraft,Jabberwock,Bloodcraft,Vengeance,0
23,6/9/2018 3:13:22,Dragoncraft,Lindworm,Forestcraft,Aggro,1
24,6/9/2018 8:56:26,Dragoncraft,PDK,Runecraft,Ginger,1
25,6/9/2018 15:16:51,Dragoncraft,Ramp,Swordcraft,Midrange,1
26,6/10/2018 8:55:22,Dragoncraft,PDK,Swordcraft,Midrange,1
27,6/10/2018 13:26:00,Dragoncraft,Jabberwock,Dragoncraft,PDK,0
28,6/10/2018 18:06:27,Dragoncraft,PDK,Dragoncraft,Lindworm,1
29,6/11/2018 13:03:07,Dragoncraft,Jabberwock,Runecraft,Spellboost,0
30,6/11/2018 13:30:05,Dragoncraft,PDK,Bloodcraft,Vengeance,1
31,6/11/2018 14:04:48,Dragoncraft,PDK,Shadowcraft,Midrange,1
32,6/11/2018 14:15:09,Dragoncraft,Jabberwock,Dragoncraft,PDK,0
33,6/11/2018 14:45:35,Dragoncraft,Ramp,Dragoncraft,PDK,1
34,6/11/2018 15:50:42,Dragoncraft,PDK,Swordcraft,Aggro,0
35,6/11/2018 20:14:53,Dragoncraft,PDK,Bloodcraft,Control,0
36,6/11/2018 20:33:23,Dragoncraft,Lindworm,Runecraft,Dirt,1
37,6/11/2018 22:04:03,Dragoncraft,PDK,Forestcraft,Midrange,1
38,6/11/2018 23:09:32,Dragoncraft,PDK,Runecraft,Spellboost,1
39,6/12/2018 1:13:07,Dragoncraft,PDK,Portalcraft,Artifact,1
40,6/12/2018 3:08:46,Dragoncraft,Jabberwock,Forestcraft,Axeman,1
41,6/8/2018 13:43:21,Forestcraft,Aggro,Runecraft,Dirt,1
42,6/8/2018 14:34:31,Forestcraft,Aggro,Runecraft,Spellboost,1
43,6/8/2018 14:57:26,Forestcraft,Aggro,Portalcraft,Artifact,1
44,6/8/2018 16:22:55,Forestcraft,Aggro,Dragoncraft,PDK,1
45,6/8/2018 16:52:39,Forestcraft,Aggro,Bloodcraft,Vengeance,1
46,6/8/2018 19:14:51,Forestcraft,Aggro,Dragoncraft,Ramp,1
47,6/8/2018 19:43:29,Forestcraft,Neutral,Swordcraft,Support Cannon,1
48,6/9/2018 0:06:11,Forestcraft,Aggro,Shadowcraft,Arcus,0
49,6/9/2018 1:44:02,Forestcraft,Aggro,Havencraft,Tenko,1
50,6/9/2018 6:22:57,Forestcraft,Aggro,Havencraft,Basic,1
51,6/9/2018 8:23:25,Forestcraft,Aggro,Havencraft,Tenko,1
52,6/9/2018 10:00:15,Forestcraft,Neutral,Dragoncraft,PDK,1
53,6/9/2018 11:01:54,Forestcraft,Control,Havencraft,Tenko,0
54,6/9/2018 11:10:04,Forestcraft,Aggro,Runecraft,Spellboost,0
55,6/9/2018 11:57:09,Forestcraft,Aggro,Forestcraft,Aggro,0
56,6/9/2018 15:53:16,Forestcraft,Midrange,Havencraft,Summit,1
57,6/9/2018 16:20:25,Forestcraft,Midrange,Swordcraft,Midrange,1
58,6/9/2018 17:13:33,Forestcraft,Control,Forestcraft,Aggro,0
59,6/9/2018 18:33:48,Forestcraft,Neutral,Forestcraft,Aggro,1
60,6/9/2018 20:25:02,Forestcraft,Aggro,Portalcraft,Artifact,1
61,6/9/2018 22:27:18,Forestcraft,Control,Dragoncraft,Jerva,0
62,6/10/2018 9:29:18,Forestcraft,Aggro,Forestcraft,Midrange,1
63,6/10/2018 11:42:26,Forestcraft,Aggro,Dragoncraft,Ramp,1
64,6/11/2018 6:07:08,Forestcraft,Control,Bloodcraft,Vengeance,1
65,6/11/2018 13:30:30,Forestcraft,Midrange,Dragoncraft,Ramp,1
66,6/11/2018 14:00:13,Forestcraft,Midrange,Swordcraft,Aggro,1
67,6/11/2018 14:46:43,Forestcraft,Aggro,Havencraft,Tenko,0
68,6/11/2018 14:48:26,Forestcraft,Tempo,Runecraft,Ginger,0
69,6/11/2018 15:41:00,Forestcraft,Aggro,Bloodcraft,Control,1
70,6/11/2018 16:06:32,Forestcraft,Neutral,Dragoncraft,Neutral,1
71,6/11/2018 16:46:45,Forestcraft,Aggro,Havencraft,Summit,1
72,6/11/2018 19:14:31,Forestcraft,Aggro,Runecraft,Dirt,1
73,6/11/2018 19:31:30,Forestcraft,Midrange,Dragoncraft,Ramp,1
74,6/11/2018 19:56:17,Forestcraft,Axeman,Havencraft,Amulet,0
75,6/11/2018 20:19:04,Forestcraft,Control,Forestcraft,Aggro,1
76,6/11/2018 21:12:23,Forestcraft,Control,Havencraft,Tenko,0
77,6/11/2018 21:31:09,Forestcraft,Neutral,Runecraft,,1
78,6/11/2018 22:31:12,Forestcraft,Aggro,Bloodcraft,Vengeance,1
79,6/11/2018 22:32:21,Forestcraft,Control,Dragoncraft,PDK,1
80,6/12/2018 3:08:45,Forestcraft,Midrange,Dragoncraft,Lindworm,1
81,6/12/2018 3:42:32,Forestcraft,Aggro,Portalcraft,Artifact,1
82,6/12/2018 4:56:35,Forestcraft,Neutral,Portalcraft,Artifact,1
83,6/12/2018 6:10:31,Forestcraft,Aggro,Forestcraft,Neutral,0
84,6/12/2018 11:09:38,Forestcraft,Aggro,Portalcraft,Artifact,1
85,6/8/2018 22:58:59,Havencraft,Summit,Dragoncraft,PDK,1
86,6/9/2018 2:55:45,Havencraft,Lion Crystal,Dragoncraft,Lindworm,0
87,6/9/2018 3:16:04,Havencraft,Tenko,Shadowcraft,Arcus,1
88,6/11/2018 14:50:01,Havencraft,Tenko,Dragoncraft,PDK,1
89,6/11/2018 16:23:14,Havencraft,Tenko,Forestcraft,Aggro,1
90,6/11/2018 19:31:55,Havencraft,Tenko,Dragoncraft,Ramp,1
91,6/11/2018 20:37:07,Havencraft,Tenko,Bloodcraft,Vengeance,1
92,6/11/2018 23:40:52,Havencraft,Summit,Bloodcraft,Vengeance,1
93,6/12/2018 1:30:31,Havencraft,Summit,Runecraft,Ginger,1
94,6/12/2018 2:39:40,Havencraft,Tenko,Bloodcraft,Neutral,0
95,6/8/2018 17:27:20,Portalcraft,Artifact,Havencraft,Heresy,1
96,6/8/2018 17:43:50,Portalcraft,Artifact,Swordcraft,Midrange,1
97,6/9/2018 2:52:21,Portalcraft,,Runecraft,,1
98,6/9/2018 6:13:06,Portalcraft,Artifact,Shadowcraft,Arcus,1
99,6/11/2018 13:08:24,Portalcraft,Artifact,Dragoncraft,PDK,0
100,6/11/2018 14:19:36,Portalcraft,Artifact,Havencraft,Tenko,1
101,6/11/2018 17:24:23,Portalcraft,Artifact,Bloodcraft,Vengeance,1
102,6/11/2018 23:36:55,Portalcraft,Hybrid,Forestcraft,Neutral,1
103,6/12/2018 2:00:25,Portalcraft,Artifact,Forestcraft,Aggro,1
104,6/12/2018 6:26:18,Portalcraft,Hybrid,Havencraft,Summit,1
105,6/8/2018 17:33:15,Runecraft,Ginger,Forestcraft,Aggro,1
106,6/8/2018 17:37:45,Runecraft,Spellboost,Bloodcraft,Control,0
107,6/8/2018 17:58:57,Runecraft,Ginger,Bloodcraft,Vengeance,0
108,6/8/2018 23:51:28,Runecraft,Spellboost,Havencraft,Amulet,0
109,6/9/2018 10:02:40,Runecraft,Mysteria,Forestcraft,Aggro,1
110,6/11/2018 14:13:58,Runecraft,Ginger,Runecraft,Spellboost,1
111,6/11/2018 14:52:24,Runecraft,Spellboost,Shadowcraft,Arcus,0
112,6/11/2018 16:08:18,Runecraft,Spellboost,Runecraft,Ginger,1
113,6/11/2018 18:28:01,Runecraft,Ginger,Forestcraft,Midrange,1
114,6/11/2018 23:51:34,Runecraft,Dirt,Havencraft,Tenko,0
115,6/12/2018 0:33:18,Runecraft,Spellboost,Swordcraft,Spartacus,1
116,6/12/2018 1:11:55,Runecraft,Spellboost,Forestcraft,Neutral,0
117,6/8/2018 23:56:39,Shadowcraft,Midrange,Dragoncraft,PDK+Lindworm,1
118,6/9/2018 0:24:33,Shadowcraft,Midrange,Forestcraft,Neutral,1
119,6/9/2018 10:39:29,Shadowcraft,Midrange,Havencraft,Tenko,1
120,6/10/2018 13:02:00,Shadowcraft,Midrange,Swordcraft,Midrange,1
121,6/11/2018 13:42:23,Shadowcraft,Midrange,Dragoncraft,Jabberwock,1
122,6/11/2018 14:39:03,Shadowcraft,Midrange,Forestcraft,Control,1
123,6/11/2018 17:35:43,Shadowcraft,Midrange,Havencraft,Summit,0
124,6/11/2018 19:22:05,Shadowcraft,Arcus,Dragoncraft,Ramp,1
125,6/8/2018 17:34:58,Swordcraft,Support Cannon,Runecraft,Ginger,0
126,6/8/2018 17:52:41,Swordcraft,Support Cannon,Runecraft,Spellboost,1
127,6/8/2018 18:44:35,Swordcraft,Midrange,Bloodcraft,Vengeance,1
128,6/9/2018 2:20:46,Swordcraft,Support Cannon,Dragoncraft,PDK,1
129,6/9/2018 2:42:02,Swordcraft,Midrange,Havencraft,Tenko,1
130,6/9/2018 3:01:16,Swordcraft,Neutral,Havencraft,Tenko,0
131,6/9/2018 6:45:50,Swordcraft,Midrange,Bloodcraft,Vengeance,1
132,6/10/2018 8:53:23,Swordcraft,Midrange,Forestcraft,Neutral,0
133,6/11/2018 14:19:13,Swordcraft,Midrange,Runecraft,Mysteria,1
134,6/11/2018 14:47:35,Swordcraft,Midrange,Bloodcraft,Vengeance,1
135,6/11/2018 14:52:30,Swordcraft,Midrange,Forestcraft,Aggro,1
136,6/11/2018 15:08:14,Swordcraft,Support Cannon,Havencraft,Tenko,0
137,6/11/2018 15:23:11,Swordcraft,Support Cannon,Forestcraft,Aggro,1
138,6/11/2018 18:01:29,Swordcraft,Midrange,Bloodcraft,Control,1
139,6/11/2018 19:02:59,Swordcraft,Midrange,Bloodcraft,Vengeance,0
140,6/11/2018 21:40:18,Swordcraft,Support Cannon,Runecraft,Spellboost,1
141,6/11/2018 22:02:01,Swordcraft,Midrange,Forestcraft,Midrange,1
142,6/12/2018 0:50:47,Swordcraft,Midrange,Portalcraft,Artifact,1
143,6/12/2018 5:22:44,Swordcraft,Aggro,Dragoncraft,Lindworm,1
